"","X","Subject","Trial","Stimulus","Block","RT","ACC","condition","yearofbirth","cTrial","older","RTlog","WordAge"
"2488",2488,207,74,"guide",2,597,1,"iso",1991,0.240091931923324,"no",6.39359075395063,"youngword"
"2489",2489,207,76,"stress",7,652,1,"youngreal",1991,0.286929140621233,"no",6.48157712927643,"youngword"
"2490",2490,207,76,"environment",4,1115,1,"oldreal",1991,0.286929140621233,"no",7.01750614294126,"youngword"
"2491",2491,207,76,"lifting",2,470,1,"iso",1991,0.286929140621233,"no",6.15485809401642,"youngword"
"2492",2492,207,77,"guide",4,869,1,"oldreal",1991,0.310347744970188,"no",6.76849321164863,"youngword"
"2493",2493,207,77,"guide",4,869,1,"oldreal",1991,0.310347744970188,"no",6.76849321164863,"youngword"
"2494",2494,207,77,"guide",4,869,1,"oldreal",1991,0.310347744970188,"no",6.76849321164863,"youngword"
"2495",2495,207,78,"physics",4,578,1,"oldreal",1991,0.333766349319143,"no",6.361302477573,"youngword"
"2496",2496,207,78,"idle",2,585,0,"iso",1991,0.333766349319143,"no",6.37331978957701,"oldword"
"2497",2497,207,79,"confectionery",2,524,1,"iso",1991,0.357184953668097,"no",6.26339826259162,"oldword"
"2498",2498,207,79,"confectionery",2,524,1,"iso",1991,0.357184953668097,"no",6.26339826259162,"oldword"
"2499",2499,207,80,"recite",2,541,1,"iso",1991,0.380603558017052,"no",6.29526600143965,"oldword"
"2500",2500,207,84,"dental",4,639,1,"oldreal",1991,0.47427797541287,"no",6.46146817635372,"oldword"
"2501",2501,207,90,"dental",7,542,1,"youngreal",1991,0.614789601506598,"no",6.29710931993394,"oldword"
"2502",2502,207,91,"permission",7,695,1,"youngreal",1991,0.638208205855553,"no",6.54534966033442,"oldword"
"2503",2503,207,92,"hymns",4,583,1,"oldreal",1991,0.661626810204507,"no",6.36990098282823,"oldword"
"2504",2504,207,95,"mittens",7,596,0,"youngreal",1991,0.731882623251371,"no",6.3919171133926,"oldword"
"2505",2505,207,99,"frighten",4,563,1,"oldreal",1991,0.82555704064719,"no",6.33505425149806,"oldword"
"2506",2506,207,108,"idle",4,460,0,"oldreal",1991,1.03632447978778,"no",6.13339804299665,"oldword"
"2507",2507,207,110,"survival",7,559,1,"youngreal",1991,1.08316168848569,"no",6.32793678372919,"youngword"
"2508",2508,207,111,"lifestyle",7,532,1,"youngreal",1991,1.10658029283465,"no",6.27852142416584,"youngword"
"2509",2509,207,115,"silent",4,640,1,"oldreal",1991,1.20025471023046,"no",6.46302945692067,"oldword"
"2510",2510,207,116,"fried",4,580,1,"oldreal",1991,1.22367331457942,"no",6.36475075685191,"oldword"
"2511",2511,207,119,"beg",7,753,0,"youngreal",1991,1.29392912762628,"no",6.62539236800796,"oldword"
"2512",2512,207,121,"video",4,559,1,"oldreal",1991,1.34076633632419,"no",6.32793678372919,"youngword"
"2513",2513,207,127,"libraries",7,673,1,"youngreal",1991,1.48127796241792,"no",6.51323011091231,"oldword"
"2514",2514,207,129,"recite",7,640,1,"youngreal",1991,1.52811517111583,"no",6.46302945692067,"oldword"
"2515",2515,207,130,"nicest",7,581,1,"youngreal",1991,1.55153377546478,"no",6.36647044773144,"youngword"
"2516",2516,207,132,"frighten",7,665,1,"youngreal",1991,1.59837098416269,"no",6.50128967054039,"oldword"
"2517",2517,207,132,"willow",4,587,1,"oldreal",1991,1.59837098416269,"no",6.37672694789863,"oldword"
"2518",2518,207,137,"depressing",7,568,1,"youngreal",1991,1.71546400590746,"no",6.34388043412633,"youngword"
"2519",2519,207,141,"bitten",4,643,0,"oldreal",1991,1.80913842330328,"no",6.46769872610435,"youngword"
"2520",2520,207,143,"impressive",4,566,1,"oldreal",1991,1.85597563200119,"no",6.34035930372775,"youngword"
"2521",2521,207,147,"willow",7,559,1,"youngreal",1991,1.94965004939701,"no",6.32793678372919,"oldword"
"2522",2522,207,148,"expensive",7,542,1,"youngreal",1991,1.97306865374597,"no",6.29710931993394,"youngword"
"2523",2523,207,149,"stress",4,739,1,"oldreal",1991,1.99648725809492,"no",6.60665018619822,"youngword"
"2524",2524,207,150,"seventh",4,493,1,"oldreal",1991,2.01990586244388,"no",6.20253551718792,"youngword"
"2525",2525,207,154,"fridge",4,922,1,"oldreal",1991,2.11358027983969,"no",6.82762923450285,"youngword"
"2526",2526,207,157,"confectionery",7,679,1,"youngreal",1991,2.18383609288656,"no",6.52209279817015,"oldword"
"2527",2527,207,159,"fried",7,599,1,"youngreal",1991,2.23067330158447,"no",6.39692965521615,"oldword"
"2528",2528,208,1,"idle",2,897,0,"iso",1992,-1.46946618555036,"no",6.8001700683022,"oldword"
"2529",2529,208,2,"expensive",2,1153,1,"iso",1992,-1.44604758120141,"no",7.05098944706805,"youngword"
"2530",2530,208,3,"silent",4,1086,1,"oldreal",1992,-1.42262897685245,"no",6.99117688712121,"oldword"
"2531",2531,208,3,"video",2,689,1,"iso",1992,-1.42262897685245,"no",6.5366915975913,"youngword"
"2532",2532,208,5,"dental",2,663,1,"iso",1992,-1.37579176815454,"no",6.49828214947643,"oldword"
"2533",2533,208,6,"permission",7,1195,1,"youngreal",1992,-1.35237316380559,"no",7.08673793451058,"oldword"
"2534",2534,208,7,"bitten",2,601,1,"iso",1992,-1.32895455945663,"no",6.40025744530882,"youngword"
"2535",2535,208,8,"pencils",2,944,1,"iso",1992,-1.30553595510768,"no",6.85118492749374,"oldword"
"2536",2536,208,9,"electricity",4,612,1,"oldreal",1992,-1.28211735075873,"no",6.41836493593621,"oldword"
"2537",2537,208,10,"electricity",2,700,1,"iso",1992,-1.25869874640977,"no",6.55250788703459,"oldword"
"2538",2538,208,12,"beg",4,872,1,"oldreal",1992,-1.21186153771186,"no",6.7719355558396,"oldword"
"2539",2539,208,12,"delivered",2,566,1,"iso",1992,-1.21186153771186,"no",6.34035930372775,"oldword"
"2540",2540,208,12,"intellectual",7,724,1,"youngreal",1992,-1.21186153771186,"no",6.58617165485467,"youngword"
"2541",2541,208,13,"beg",7,910,1,"youngreal",1992,-1.18844293336291,"no",6.81454289725996,"oldword"
"2542",2542,208,13,"beg",7,910,1,"youngreal",1992,-1.18844293336291,"no",6.81454289725996,"oldword"
"2543",2543,208,13,"beg",7,910,1,"youngreal",1992,-1.18844293336291,"no",6.81454289725996,"oldword"
"2544",2544,208,13,"miners",4,635,1,"oldreal",1992,-1.18844293336291,"no",6.45519856334012,"oldword"
"2545",2545,208,13,"miners",4,635,1,"oldreal",1992,-1.18844293336291,"no",6.45519856334012,"oldword"
"2546",2546,208,13,"miners",4,635,1,"oldreal",1992,-1.18844293336291,"no",6.45519856334012,"oldword"
"2547",2547,208,14,"physics",2,647,1,"iso",1992,-1.16502432901395,"no",6.47389069635227,"youngword"
"2548",2548,208,14,"physics",2,647,1,"iso",1992,-1.16502432901395,"no",6.47389069635227,"youngword"
"2549",2549,208,16,"mittens",2,1051,1,"iso",1992,-1.11818712031604,"no",6.95844839329766,"oldword"
"2550",2550,208,16,"fried",7,661,1,"youngreal",1992,-1.11818712031604,"no",6.49526555593701,"oldword"
"2551",2551,208,17,"expensive",7,529,1,"youngreal",1992,-1.09476851596709,"no",6.27287700654617,"youngword"
"2552",2552,208,17,"expensive",7,529,1,"youngreal",1992,-1.09476851596709,"no",6.27287700654617,"youngword"
"2553",2553,208,18,"silent",2,790,1,"iso",1992,-1.07134991161813,"no",6.67329796776765,"oldword"
"2554",2554,208,18,"whistle",4,1427,1,"oldreal",1992,-1.07134991161813,"no",7.26403014289953,"oldword"
"2555",2555,208,19,"lifting",2,822,1,"iso",1992,-1.04793130726918,"no",6.71295620067707,"youngword"
"2556",2556,208,19,"lifting",2,822,1,"iso",1992,-1.04793130726918,"no",6.71295620067707,"youngword"
"2557",2557,208,19,"spirits",7,647,1,"youngreal",1992,-1.04793130726918,"no",6.47389069635227,"youngword"
"2558",2558,208,19,"spirits",7,647,1,"youngreal",1992,-1.04793130726918,"no",6.47389069635227,"youngword"
"2559",2559,208,21,"impressive",2,657,1,"iso",1992,-1.00109409857127,"no",6.48920493132532,"youngword"
"2560",2560,208,24,"fridge",4,993,1,"oldreal",1992,-0.930838285524407,"no",6.90173720665657,"youngword"
"2561",2561,208,26,"depressing",2,575,1,"iso",1992,-0.884001076826497,"no",6.35610766069589,"youngword"
"2562",2562,208,27,"recite",2,600,0,"iso",1992,-0.860582472477543,"no",6.39859493453521,"oldword"
"2563",2563,208,28,"idle",7,896,1,"youngreal",1992,-0.837163868128588,"no",6.7990558620588,"oldword"
"2564",2564,208,30,"libraries",7,686,1,"youngreal",1992,-0.790326659430679,"no",6.53233429222235,"oldword"
"2565",2565,208,31,"respected",2,592,1,"iso",1992,-0.766908055081724,"no",6.38519439899773,"oldword"
"2566",2566,208,32,"nicest",7,672,1,"youngreal",1992,-0.74348945073277,"no",6.51174532964473,"youngword"
"2567",2567,208,32,"confectionery",2,791,1,"iso",1992,-0.74348945073277,"no",6.67456139181443,"oldword"
"2568",2568,208,33,"seventh",4,1116,1,"oldreal",1992,-0.720070846383815,"no",7.0184017990692,"youngword"
"2569",2569,208,33,"seventh",4,1116,1,"oldreal",1992,-0.720070846383815,"no",7.0184017990692,"youngword"
"2570",2570,208,33,"permission",2,670,1,"iso",1992,-0.720070846383815,"no",6.50876913697168,"oldword"
"2571",2571,208,33,"permission",2,670,1,"iso",1992,-0.720070846383815,"no",6.50876913697168,"oldword"
"2572",2572,208,34,"hymns",7,902,1,"youngreal",1992,-0.69665224203486,"no",6.80572255341699,"oldword"
"2573",2573,208,34,"hymns",7,902,1,"youngreal",1992,-0.69665224203486,"no",6.80572255341699,"oldword"
"2574",2574,208,34,"video",4,678,1,"oldreal",1992,-0.69665224203486,"no",6.5206211275587,"youngword"
"2575",2575,208,34,"video",4,678,1,"oldreal",1992,-0.69665224203486,"no",6.5206211275587,"youngword"
"2576",2576,208,35,"willow",7,776,1,"youngreal",1992,-0.673233637685906,"no",6.65544035036765,"oldword"
"2577",2577,208,35,"willow",7,776,1,"youngreal",1992,-0.673233637685906,"no",6.65544035036765,"oldword"
"2578",2578,208,35,"nicest",4,656,1,"oldreal",1992,-0.673233637685906,"no",6.48768401848461,"youngword"
"2579",2579,208,35,"nicest",4,656,1,"oldreal",1992,-0.673233637685906,"no",6.48768401848461,"youngword"
"2580",2580,208,35,"frighten",2,831,1,"iso",1992,-0.673233637685906,"no",6.72383244082121,"oldword"
"2581",2581,208,35,"frighten",2,831,1,"iso",1992,-0.673233637685906,"no",6.72383244082121,"oldword"
"2582",2582,208,36,"respected",7,576,1,"youngreal",1992,-0.649815033336951,"no",6.3578422665081,"oldword"
"2583",2583,208,36,"respected",7,576,1,"youngreal",1992,-0.649815033336951,"no",6.3578422665081,"oldword"
"2584",2584,208,36,"respected",7,576,1,"youngreal",1992,-0.649815033336951,"no",6.3578422665081,"oldword"
"2585",2585,208,38,"environment",2,623,1,"iso",1992,-0.602977824639042,"no",6.43615036836943,"youngword"
"2586",2586,208,39,"fireworks",2,709,1,"iso",1992,-0.579559220290087,"no",6.56526497003536,"oldword"
"2587",2587,208,40,"willow",2,600,1,"iso",1992,-0.556140615941133,"no",6.39859493453521,"oldword"
"2588",2588,208,41,"nicest",2,662,0,"iso",1992,-0.532722011592178,"no",6.49677499018586,"youngword"
"2589",2589,208,42,"libraries",2,1409,0,"iso",1992,-0.509303407243224,"no",7.25134498337221,"oldword"
"2590",2590,208,42,"hymns",4,700,1,"oldreal",1992,-0.509303407243224,"no",6.55250788703459,"oldword"
"2591",2591,208,43,"intellectual",2,681,1,"iso",1992,-0.485884802894269,"no",6.52502965784346,"youngword"
"2592",2592,208,43,"intellectual",2,681,1,"iso",1992,-0.485884802894269,"no",6.52502965784346,"youngword"
"2593",2593,208,44,"stress",2,548,1,"iso",1992,-0.462466198545314,"no",6.30809844150953,"youngword"
"2594",2594,208,44,"survival",4,979,1,"oldreal",1992,-0.462466198545314,"no",6.88755257166462,"youngword"
"2595",2595,208,46,"electricity",7,947,1,"youngreal",1992,-0.415628989847405,"no",6.85435450225502,"oldword"
"2596",2596,208,46,"reckon",2,678,1,"iso",1992,-0.415628989847405,"no",6.5206211275587,"youngword"
"2597",2597,208,47,"fireworks",4,1169,1,"oldreal",1992,-0.39221038549845,"no",7.0647590277918,"oldword"
"2598",2598,208,47,"fireworks",4,1169,1,"oldreal",1992,-0.39221038549845,"no",7.0647590277918,"oldword"
"2599",2599,208,47,"guide",2,614,1,"iso",1992,-0.39221038549845,"no",6.42162226780652,"youngword"
"2600",2600,208,47,"guide",2,614,1,"iso",1992,-0.39221038549845,"no",6.42162226780652,"youngword"
"2601",2601,208,48,"respected",4,528,1,"oldreal",1992,-0.368791781149496,"no",6.2709884318583,"oldword"
"2602",2602,208,48,"respected",4,528,1,"oldreal",1992,-0.368791781149496,"no",6.2709884318583,"oldword"
"2603",2603,208,48,"chemistry",2,652,1,"iso",1992,-0.368791781149496,"no",6.48157712927643,"youngword"
"2604",2604,208,48,"chemistry",2,652,1,"iso",1992,-0.368791781149496,"no",6.48157712927643,"youngword"
"2605",2605,208,51,"beg",2,599,1,"iso",1992,-0.298535968102632,"no",6.39692965521615,"oldword"
"2606",2606,208,52,"reckon",4,966,1,"oldreal",1992,-0.275117363753677,"no",6.87419849545329,"youngword"
"2607",2607,208,54,"seventh",2,629,1,"iso",1992,-0.228280155055768,"no",6.44571981938558,"youngword"
"2608",2608,208,54,"delivered",7,719,1,"youngreal",1992,-0.228280155055768,"no",6.5792512120101,"oldword"
"2609",2609,208,55,"fried",2,689,1,"iso",1992,-0.204861550706813,"no",6.5366915975913,"oldword"
"2610",2610,208,55,"fried",2,689,1,"iso",1992,-0.204861550706813,"no",6.5366915975913,"oldword"
"2611",2611,208,56,"spirits",2,525,1,"iso",1992,-0.181442946357859,"no",6.26530121273771,"youngword"
"2612",2612,208,57,"dye",7,732,1,"youngreal",1992,-0.158024342008904,"no",6.59714570188665,"youngword"
"2613",2613,208,58,"recite",7,549,1,"youngreal",1992,-0.13460573765995,"no",6.30991827822652,"oldword"
"2614",2614,208,62,"miners",2,672,1,"iso",1992,-0.0409313202641312,"no",6.51174532964473,"oldword"
"2615",2615,208,63,"lifestyle",7,641,1,"youngreal",1992,-0.0175127159151765,"no",6.46458830368996,"youngword"
"2616",2616,208,64,"chemistry",4,661,1,"oldreal",1992,0.00590588843377808,"no",6.49526555593701,"youngword"
"2617",2617,208,66,"whistle",7,659,1,"youngreal",1992,0.0527430971316873,"no",6.49223983502047,"oldword"
"2618",2618,208,70,"guide",4,925,1,"oldreal",1992,0.146417514527506,"no",6.83087423464618,"youngword"
"2619",2619,208,71,"survival",2,659,1,"iso",1992,0.16983611887646,"no",6.49223983502047,"youngword"
"2620",2620,208,72,"dye",4,1218,1,"oldreal",1992,0.193254723225415,"no",7.10578612948127,"youngword"
"2621",2621,208,72,"depressing",7,861,1,"youngreal",1992,0.193254723225415,"no",6.75925527066369,"youngword"
"2622",2622,208,74,"lifestyle",2,816,1,"iso",1992,0.240091931923324,"no",6.70563909486,"youngword"
"2623",2623,208,74,"physics",7,595,1,"youngreal",1992,0.240091931923324,"no",6.39024066706535,"youngword"
"2624",2624,208,76,"willow",4,909,1,"oldreal",1992,0.286929140621233,"no",6.8134445995109,"oldword"
"2625",2625,208,77,"fridge",2,752,1,"iso",1992,0.310347744970188,"no",6.62406522779989,"youngword"
"2626",2626,208,77,"pencils",7,976,0,"youngreal",1992,0.310347744970188,"no",6.88448665204278,"oldword"
"2627",2627,208,79,"hymns",2,557,0,"iso",1992,0.357184953668097,"no",6.32435896238131,"oldword"
"2628",2628,208,80,"dye",2,1100,1,"iso",1992,0.380603558017052,"no",7.00397413672268,"youngword"
"2629",2629,208,80,"stress",7,738,1,"youngreal",1992,0.380603558017052,"no",6.6052979209482,"youngword"
"2630",2630,208,83,"intellectual",4,895,1,"oldreal",1992,0.450859371063916,"no",6.79794041297493,"youngword"
"2631",2631,208,83,"bitten",7,844,1,"youngreal",1992,0.450859371063916,"no",6.73933662735717,"youngword"
"2632",2632,208,85,"frighten",7,718,1,"youngreal",1992,0.497696579761825,"no",6.57786135772105,"oldword"
"2633",2633,208,86,"physics",4,957,1,"oldreal",1992,0.52111518411078,"no",6.86484777797086,"youngword"
"2634",2634,208,88,"fridge",7,389,0,"youngreal",1992,0.567952392808689,"no",5.96614673912369,"youngword"
"2635",2635,208,88,"environment",4,756,0,"oldreal",1992,0.567952392808689,"no",6.62936325343745,"youngword"
"2636",2636,208,90,"delivered",4,1075,1,"oldreal",1992,0.614789601506598,"no",6.98100574072173,"oldword"
"2637",2637,208,91,"impressive",7,1286,0,"youngreal",1992,0.638208205855553,"no",7.16006920759613,"youngword"
"2638",2638,208,92,"dental",7,671,1,"youngreal",1992,0.661626810204507,"no",6.51025834052315,"oldword"
"2639",2639,208,95,"confectionery",4,917,1,"oldreal",1992,0.731882623251371,"no",6.82219739062049,"oldword"
"2640",2640,208,97,"fried",4,699,1,"oldreal",1992,0.77871983194928,"no",6.5510803350434,"oldword"
"2641",2641,208,99,"confectionery",7,593,1,"youngreal",1992,0.82555704064719,"no",6.38687931936265,"oldword"
"2642",2642,208,100,"environment",7,816,1,"youngreal",1992,0.848975644996144,"no",6.70563909486,"youngword"
"2643",2643,208,102,"recite",4,999,1,"oldreal",1992,0.895812853694054,"no",6.90775527898214,"oldword"
"2644",2644,208,106,"chemistry",7,727,0,"youngreal",1992,0.989487271089872,"no",6.59030104819669,"youngword"
"2645",2645,208,107,"idle",4,769,0,"oldreal",1992,1.01290587543883,"no",6.64639051484773,"oldword"
"2646",2646,208,111,"reckon",7,1230,1,"youngreal",1992,1.10658029283465,"no",7.11558212618445,"youngword"
"2647",2647,208,112,"lifestyle",4,963,1,"oldreal",1992,1.1299988971836,"no",6.87109129461055,"youngword"
"2648",2648,208,114,"video",7,610,1,"youngreal",1992,1.17683610588151,"no",6.4150969591716,"youngword"
"2649",2649,208,118,"impressive",4,743,1,"oldreal",1992,1.27051052327733,"no",6.61204103483309,"youngword"
"2650",2650,208,118,"seventh",7,954,1,"youngreal",1992,1.27051052327733,"no",6.86171134048073,"youngword"
"2651",2651,208,120,"survival",7,751,1,"youngreal",1992,1.31734773197524,"no",6.62273632394984,"youngword"
"2652",2652,208,121,"bitten",4,788,1,"oldreal",1992,1.34076633632419,"no",6.67076632084587,"youngword"
"2653",2653,208,129,"lifting",4,1048,1,"oldreal",1992,1.52811517111583,"no",6.9555926083963,"youngword"
"2654",2654,208,132,"mittens",7,761,1,"youngreal",1992,1.59837098416269,"no",6.63594655568665,"oldword"
"2655",2655,208,136,"silent",7,712,1,"youngreal",1992,1.69204540155851,"no",6.5694814204143,"oldword"
"2656",2656,208,140,"dental",4,829,1,"oldreal",1992,1.78571981895433,"no",6.72142570079064,"oldword"
"2657",2657,208,141,"pencils",4,764,1,"oldreal",1992,1.80913842330328,"no",6.63987583382654,"oldword"
"2658",2658,208,147,"lifting",7,568,1,"youngreal",1992,1.94965004939701,"no",6.34388043412633,"youngword"
"2659",2659,208,150,"guide",7,779,1,"youngreal",1992,2.01990586244388,"no",6.65929391968364,"youngword"
"2660",2660,208,157,"frighten",4,1422,1,"oldreal",1992,2.18383609288656,"no",7.26052259808985,"oldword"
"2661",2661,208,158,"spirits",4,979,1,"oldreal",1992,2.20725469723551,"no",6.88755257166462,"youngword"
"2662",2662,208,160,"miners",7,848,0,"youngreal",1992,2.25409190593342,"no",6.74405918631135,"oldword"
"2663",2663,209,1,"permission",2,1384,0,"iso",1976,-1.46946618555036,"yes",7.23345541862144,"oldword"
"2664",2664,209,2,"confectionery",7,1795,1,"youngreal",1976,-1.44604758120141,"yes",7.49331724886215,"oldword"
"2665",2665,209,4,"permission",4,1533,1,"oldreal",1976,-1.3992103725035,"yes",7.3356339819272,"oldword"
"2666",2666,209,6,"mittens",2,978,0,"iso",1976,-1.35237316380559,"yes",6.88653164253051,"oldword"
"2667",2667,209,6,"respected",4,1573,1,"oldreal",1976,-1.35237316380559,"yes",7.36137542897735,"oldword"
"2668",2668,209,8,"video",7,1428,1,"youngreal",1976,-1.30553595510768,"yes",7.26473017792987,"youngword"
"2669",2669,209,9,"willow",2,1419,1,"iso",1976,-1.28211735075873,"yes",7.25841215059531,"oldword"
"2670",2670,209,10,"mittens",4,1036,0,"oldreal",1976,-1.25869874640977,"yes",6.94408720822953,"oldword"
"2671",2671,209,10,"beg",7,1429,1,"youngreal",1976,-1.25869874640977,"yes",7.26542972325395,"oldword"
"2672",2672,209,12,"miners",2,815,1,"iso",1976,-1.21186153771186,"yes",6.70441435496411,"oldword"
"2673",2673,209,13,"hymns",2,1014,1,"iso",1976,-1.18844293336291,"yes",6.92264389147589,"oldword"
"2674",2674,209,15,"silent",2,939,1,"iso",1976,-1.141605724665,"yes",6.84587987526405,"oldword"
"2675",2675,209,16,"recite",2,712,1,"iso",1976,-1.11818712031604,"yes",6.5694814204143,"oldword"
"2676",2676,209,17,"lifestyle",7,1033,1,"youngreal",1976,-1.09476851596709,"yes",6.94119005506837,"youngword"
"2677",2677,209,17,"fireworks",4,1480,1,"oldreal",1976,-1.09476851596709,"yes",7.3004728142678,"oldword"
"2678",2678,209,17,"reckon",2,781,1,"iso",1976,-1.09476851596709,"yes",6.66185474054531,"youngword"
"2679",2679,209,18,"fried",2,905,1,"iso",1976,-1.07134991161813,"yes",6.80903930604298,"oldword"
"2680",2680,209,18,"fried",2,905,1,"iso",1976,-1.07134991161813,"yes",6.80903930604298,"oldword"
"2681",2681,209,18,"fried",2,905,1,"iso",1976,-1.07134991161813,"yes",6.80903930604298,"oldword"
"2682",2682,209,19,"nicest",2,711,1,"iso",1976,-1.04793130726918,"yes",6.56807791141198,"youngword"
"2683",2683,209,21,"stress",2,1176,1,"iso",1976,-1.00109409857127,"yes",7.07072410726028,"youngword"
"2684",2684,209,21,"silent",7,1016,1,"youngreal",1976,-1.00109409857127,"yes",6.92461239604856,"oldword"
"2685",2685,209,22,"guide",7,813,1,"youngreal",1976,-0.977675494222316,"yes",6.70196036600254,"youngword"
"2686",2686,209,22,"guide",7,813,1,"youngreal",1976,-0.977675494222316,"yes",6.70196036600254,"youngword"
"2687",2687,209,23,"dye",2,1310,1,"iso",1976,-0.954256889873361,"yes",7.1785454837637,"youngword"
"2688",2688,209,24,"depressing",2,711,1,"iso",1976,-0.930838285524407,"yes",6.56807791141198,"youngword"
"2689",2689,209,25,"spirits",7,1819,1,"youngreal",1976,-0.907419681175452,"yes",7.50659178007084,"youngword"
"2690",2690,209,28,"expensive",4,1286,1,"oldreal",1976,-0.837163868128588,"yes",7.16006920759613,"youngword"
"2691",2691,209,29,"spirits",4,777,1,"oldreal",1976,-0.813745263779634,"yes",6.65672652417839,"youngword"
"2692",2692,209,31,"reckon",7,1553,1,"youngreal",1976,-0.766908055081724,"yes",7.34858753092759,"youngword"
"2693",2693,209,31,"video",2,763,1,"iso",1976,-0.766908055081724,"yes",6.63856778916652,"youngword"
"2694",2694,209,33,"guide",2,740,1,"iso",1976,-0.720070846383815,"yes",6.60800062529609,"youngword"
"2695",2695,209,34,"idle",2,856,1,"iso",1976,-0.69665224203486,"yes",6.75343791859778,"oldword"
"2696",2696,209,34,"fridge",7,1437,1,"youngreal",1976,-0.69665224203486,"yes",7.27100853828099,"youngword"
"2697",2697,209,34,"impressive",4,1841,1,"oldreal",1976,-0.69665224203486,"yes",7.51860721681525,"youngword"
"2698",2698,209,35,"whistle",2,797,1,"iso",1976,-0.673233637685906,"yes",6.68210859744981,"oldword"
"2699",2699,209,35,"whistle",2,797,1,"iso",1976,-0.673233637685906,"yes",6.68210859744981,"oldword"
"2700",2700,209,35,"whistle",2,797,1,"iso",1976,-0.673233637685906,"yes",6.68210859744981,"oldword"
"2701",2701,209,35,"fried",4,807,1,"oldreal",1976,-0.673233637685906,"yes",6.69456205852109,"oldword"
"2702",2702,209,35,"fried",4,807,1,"oldreal",1976,-0.673233637685906,"yes",6.69456205852109,"oldword"
"2703",2703,209,35,"fried",4,807,1,"oldreal",1976,-0.673233637685906,"yes",6.69456205852109,"oldword"
"2704",2704,209,36,"fireworks",2,771,1,"iso",1976,-0.649815033336951,"yes",6.64898455002478,"oldword"
"2705",2705,209,36,"fireworks",2,771,1,"iso",1976,-0.649815033336951,"yes",6.64898455002478,"oldword"
"2706",2706,209,36,"dental",7,1175,1,"youngreal",1976,-0.649815033336951,"yes",7.06987412845857,"oldword"
"2707",2707,209,36,"dental",7,1175,1,"youngreal",1976,-0.649815033336951,"yes",7.06987412845857,"oldword"
"2708",2708,209,36,"frighten",4,1308,1,"oldreal",1976,-0.649815033336951,"yes",7.1770187659099,"oldword"
"2709",2709,209,36,"frighten",4,1308,1,"oldreal",1976,-0.649815033336951,"yes",7.1770187659099,"oldword"
"2710",2710,209,38,"intellectual",2,851,1,"iso",1976,-0.602977824639042,"yes",6.74758652682932,"youngword"
"2711",2711,209,39,"impressive",2,736,1,"iso",1976,-0.579559220290087,"yes",6.60258789218934,"youngword"
"2712",2712,209,40,"libraries",2,721,1,"iso",1976,-0.556140615941133,"yes",6.58202513889283,"oldword"
"2713",2713,209,40,"electricity",7,1111,1,"youngreal",1976,-0.556140615941133,"yes",7.01391547481053,"oldword"
"2714",2714,209,44,"nicest",7,972,1,"youngreal",1976,-0.462466198545314,"yes",6.880384082186,"youngword"
"2715",2715,209,44,"lifestyle",2,824,1,"iso",1976,-0.462466198545314,"yes",6.71538338633468,"youngword"
"2716",2716,209,45,"dental",2,845,1,"iso",1976,-0.43904759419636,"yes",6.74051935960622,"oldword"
"2717",2717,209,45,"dental",2,845,1,"iso",1976,-0.43904759419636,"yes",6.74051935960622,"oldword"
"2718",2718,209,46,"libraries",4,928,1,"oldreal",1976,-0.415628989847405,"yes",6.83410873881384,"oldword"
"2719",2719,209,47,"frighten",2,1441,1,"iso",1976,-0.39221038549845,"yes",7.27378631784489,"oldword"
"2720",2720,209,49,"confectionery",2,1068,1,"iso",1976,-0.345373176800541,"yes",6.97447891102505,"oldword"
"2721",2721,209,49,"idle",7,1141,1,"youngreal",1976,-0.345373176800541,"yes",7.04053639021596,"oldword"
"2722",2722,209,50,"intellectual",7,950,1,"youngreal",1976,-0.321954572451587,"yes",6.85751406254539,"youngword"
"2723",2723,209,50,"intellectual",7,950,1,"youngreal",1976,-0.321954572451587,"yes",6.85751406254539,"youngword"
"2724",2724,209,51,"seventh",2,1069,1,"iso",1976,-0.298535968102632,"yes",6.97541392745595,"youngword"
"2725",2725,209,51,"fridge",4,1236,1,"oldreal",1976,-0.298535968102632,"yes",7.12044437239249,"youngword"
"2726",2726,209,52,"pencils",2,801,1,"iso",1976,-0.275117363753677,"yes",6.68710860786651,"oldword"
"2727",2727,209,52,"pencils",2,801,1,"iso",1976,-0.275117363753677,"yes",6.68710860786651,"oldword"
"2728",2728,209,53,"lifestyle",4,1482,1,"oldreal",1976,-0.251698759404723,"yes",7.30182234213793,"youngword"
"2729",2729,209,53,"survival",2,719,1,"iso",1976,-0.251698759404723,"yes",6.5792512120101,"youngword"
"2730",2730,209,54,"delivered",2,794,1,"iso",1976,-0.228280155055768,"yes",6.67834211465433,"oldword"
"2731",2731,209,54,"delivered",2,794,1,"iso",1976,-0.228280155055768,"yes",6.67834211465433,"oldword"
"2732",2732,209,54,"impressive",7,1260,1,"youngreal",1976,-0.228280155055768,"yes",7.13966033596492,"youngword"
"2733",2733,209,54,"impressive",7,1260,1,"youngreal",1976,-0.228280155055768,"yes",7.13966033596492,"youngword"
"2734",2734,209,55,"physics",4,1545,1,"oldreal",1976,-0.204861550706813,"yes",7.34342622914737,"youngword"
"2735",2735,209,55,"physics",4,1545,1,"oldreal",1976,-0.204861550706813,"yes",7.34342622914737,"youngword"
